Dates,Within 6 Months,Within 12 Months,Within 24 Months,Recession
date,number,number,number,number
1982-04-01,0.5838825134906993,0.6850545628887239,0.8259714763962472,100
1982-05-01,0.5623389004614431,0.6647824538306204,0.8100228658084478,100
1982-06-01,0.5087683069864114,0.5974755955953852,0.746065311659263,100
1982-07-01,0.4476972936999967,0.5116732804706013,0.6522732783044914,100
1982-08-01,0.3886541994542079,0.454944539282779,0.6062158518506804,100
1982-09-01,0.3303545945970041,0.3921651916166075,0.5443275336109294,100
1982-10-01,0.29654291797373816,0.3571082015826063,0.5214579146787934,100
1982-11-01,0.27057963865599555,0.32831538463137394,0.506912868796306,100
1982-12-01,0.26525114256821375,0.3247057137112903,0.5212974603787169,-1
1983-01-01,0.22633595791487457,0.2760706344124173,0.4663386543244783,-1
1983-02-01,0.1985677053650512,0.24287479734382822,0.4386761700070155,-1
1983-03-01,0.20043145020088055,0.25001945914438417,0.464728151232783,-1
1983-04-01,0.19991735071491434,0.2528822564712386,0.48240510268486075,-1
1983-05-01,0.18992686799120567,0.24302846929400929,0.482934430190073,-1
1983-06-01,0.1880266000705603,0.24431029362410747,0.49426242363800627,-1
1983-07-01,0.18076314820359485,0.2388185031953518,0.4954460826236116,-1
1983-08-01,0.1501351189569862,0.20219352848465189,0.42648925039759966,-1
1983-09-01,0.12201174341225186,0.16811382835060076,0.3637682395572543,-1
1983-10-01,0.09852179687692912,0.13974211736037334,0.314871828162155,-1
1983-11-01,0.0796124709541274,0.11661803148266955,0.27707099157410786,-1
1983-12-01,0.06633530719201822,0.10655804438919231,0.2802425569668808,-1
1984-01-01,0.05738292524171637,0.10382758232971719,0.30160979222721357,-1
1984-02-01,0.06056745466515836,0.1283010353780894,0.3548465902055452,-1
1984-03-01,0.06220848403512416,0.1456765612977593,0.39582319989238907,-1
1984-04-01,0.07578738846558843,0.17868564931374703,0.4454605433268459,-1
1984-05-01,0.12492216773739911,0.2517533336027945,0.5178343009193765,-1
1984-06-01,0.18778652660587208,0.3310935833974984,0.5866469700532103,-1
1984-07-01,0.25219600194775793,0.4010359193879608,0.6446833677868504,-1
1984-08-01,0.2553690855037961,0.42145215716469164,0.6777292804674999,-1
1984-09-01,0.24566770880227223,0.4225471618546561,0.6924753202045801,-1
1984-10-01,0.23422287168675443,0.41792943109852315,0.6937290522380021,-1
1984-11-01,0.22685317088370194,0.4147041229036099,0.6935766012511535,-1
1984-12-01,0.20694208081056525,0.38748058732447227,0.6666158154183071,-1
1985-01-01,0.17170982967855877,0.32815303906562215,0.59216810942006,-1
1985-02-01,0.14287974852409077,0.2766679405676904,0.5191112756511735,-1
1985-03-01,0.12058771363279296,0.23589791053569958,0.46059100928757746,-1
1985-04-01,0.10421980521542198,0.20543942553447528,0.4164993625811555,-1
1985-05-01,0.0860860414447748,0.17427366772844644,0.36977754793341233,-1
